Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Coriander,2017,Whole Year ,Madhya Pradesh,279836.92,390551,800,44057524.68,106338.0296,1.603877551
Cotton(lint),2017,Kharif     ,Madhya Pradesh,603190,953120,800,94966233.6,229212.2,1.484
Dry chillies,2017,Whole Year ,Madhya Pradesh,94414.9,232703,800,14864681.86,35877.662,2.935581395
Garlic,2017,Whole Year ,Madhya Pradesh,186179.25,1882969,800,29312061.12,70748.115,10.2188
Ginger,2017,Whole Year ,Madhya Pradesh,23431.48,377473,800,3689052.211,8903.9624,16.20208333
Gram,2017,Rabi       ,Madhya Pradesh,3590000,5385030,800,565209600,1364200,1.420196078
Groundnut,2017,Kharif     ,Madhya Pradesh,218160,338130,800,34347110.4,82900.8,1.308684211
Groundnut,2017,Summer     ,Madhya Pradesh,5890,11030,800,927321.6,2238.2,1.668461538
Horse-gram,2017,Kharif     ,Madhya Pradesh,14240,5690,800,2241945.6,5411.2,0.34875
Jowar,2017,Kharif     ,Madhya Pradesh,270040,653420,800,42515097.6,102615.2,2.2274
Jute,2017,Kharif     ,Madhya Pradesh,5970,8640,800,939916.8,2268.6,1.358
Linseed,2017,Rabi       ,Madhya Pradesh,162000,85550,800,25505280,61560,0.675609756
Maize,2017,Kharif     ,Madhya Pradesh,1316520,4679550,800,207272908.8,500277.6,2.5508
Maize,2017,Summer     ,Madhya Pradesh,35640,133020,800,5611161.6,13543.2,3.540357143
Masoor,2017,Rabi       ,Madhya Pradesh,596010,679180,800,93835814.4,226483.8,1.008888889
Mesta,2017,Kharif     ,Madhya Pradesh,2000,2200,800,314880,760,1.083333333
Moong(Green Gram),2017,Kharif     ,Madhya Pradesh,228400,137110,800,35959296,86792,0.594509804
Moong(Green Gram),2017,Summer     ,Madhya Pradesh,206170,252050,800,32459404.8,78344.6,1.02255814
Niger seed,2017,Kharif     ,Madhya Pradesh,61300,21080,800,9651072,23294,0.334761905
Onion,2017,Whole Year ,Madhya Pradesh,150865.6,3701014,800,23752280.06,57328.928,23.00568627
Other  Rabi pulses,2017,Rabi       ,Madhya Pradesh,61070,55220,800,9614860.8,23206.6,0.678571429
Other Cereals,2017,Rabi       ,Madhya Pradesh,4100,2560,800,645504,1558,0.62
Other Kharif pulses,2017,Kharif     ,Madhya Pradesh,1870,1030,800,294412.8,710.6,0.63
Peas & beans (Pulses),2017,Rabi       ,Madhya Pradesh,311880,321870,800,49102387.2,118514.4,0.930263158
Potato,2017,Whole Year ,Madhya Pradesh,136290.21,3144644,800,21457530.66,51790.2798,21.3776
Rapeseed &Mustard,2017,Rabi       ,Madhya Pradesh,747900,975790,800,117749376,284202,0.95673913
Rice,2017,Kharif     ,Madhya Pradesh,2023070,4869658,800,318512140.8,768766.6,1.806888889
Rice,2017,Summer     ,Madhya Pradesh,12070,29400,800,1900300.8,4586.6,1.965294118
Safflower,2017,Rabi       ,Madhya Pradesh,1010,500,800,159014.4,383.8,0.653333333
Sesamum,2017,Whole Year ,Madhya Pradesh,423720,186710,800,66710476.8,161013.6,0.498536585
Small millets,2017,Kharif     ,Madhya Pradesh,144070,141450,800,22682380.8,54746.6,0.942857143
Soyabean,2017,Kharif     ,Madhya Pradesh,5010070,5321810,800,788785420.8,1903826.6,1.008
Sugarcane,2017,Whole Year ,Madhya Pradesh,98040,5432600,800,15435417.6,37255.2,44.49714286
Sunflower,2017,Kharif     ,Madhya Pradesh,1020,510,800,160588.8,387.6,0.615
Sunflower,2017,Rabi       ,Madhya Pradesh,2100,2100,800,330624,798,1
Sweet potato,2017,Whole Year ,Madhya Pradesh,5196.15,78914,800,818081.856,1974.537,17.36147059
Turmeric,2017,Whole Year ,Madhya Pradesh,11697.5,206472,800,1841654.4,4445.05,19.065
Urad,2017,Kharif     ,Madhya Pradesh,1788800,1744360,800,281628672,679744,0.742941176
Urad,2017,Summer     ,Madhya Pradesh,35030,49260,800,5515123.2,13311.4,1.316923077
Wheat,2017,Rabi       ,Madhya Pradesh,5802980,20019950,800,913621171.2,2205132.4,3.345882353
Arhar/Tur,2017,Kharif     ,Maharashtra,1375105,1250678,1129.5,216496531.2,522539.9,0.813225806
Bajra,2017,Kharif     ,Maharashtra,787833,669176,1129.5,124036427.5,299376.54,0.609047619
Castor seed,2017,Kharif     ,Maharashtra,6152,1368,1129.5,968570.88,2337.76,0.257
Cotton(lint),2017,Kharif     ,Maharashtra,4350818,6093512,1129.5,684992785.9,1653310.84,1.647407407
Gram,2017,Rabi       ,Maharashtra,2234051,2048892,1129.5,351728989.4,848939.38,0.904375
Groundnut,2017,Kharif     ,Maharashtra,239847,276066,1129.5,37761511.68,91141.86,1.011666667
Groundnut,2017,Summer     ,Maharashtra,51277,69376,1129.5,8073050.88,19485.26,1.3459375
Jowar,2017,Kharif     ,Maharashtra,565298,547246,1129.5,89000517.12,214813.24,0.904230769
Jowar,2017,Rabi       ,Maharashtra,2898855,1842436,1129.5,456395731.2,1101564.9,0.785384615
Linseed,2017,Rabi       ,Maharashtra,10591,3257,1129.5,1667447.04,4024.58,0.2975
Maize,2017,Kharif     ,Maharashtra,694785,2165565,1129.5,109386950.4,264018.3,2.253461538
Maize,2017,Rabi       ,Maharashtra,333739,904932,1129.5,52543868.16,126820.82,1.973793103
Maize,2017,Summer     ,Maharashtra,35002,54906,1129.5,5510714.88,13300.76,1.334444444
Moong(Green Gram),2017,Kharif     ,Maharashtra,432072,158517,1129.5,68025415.68,164187.36,0.3575
Niger seed,2017,Kharif     ,Maharashtra,12968,2060,1129.5,2041681.92,4927.84,0.154375
Other  Rabi pulses,2017,Rabi       ,Maharashtra,101725,50909,1129.5,16015584,38655.5,0.575555556
Other Cereals,2017,Kharif     ,Maharashtra,41744,20834,1129.5,6572175.36,15862.72,0.437142857
Other Cereals,2017,Rabi       ,Maharashtra,7094,3715,1129.5,1116879.36,2695.72,0.551428571
Other Cereals,2017,Summer     ,Maharashtra,16727,12765,1129.5,2633498.88,6356.26,0.712727273
Other Kharif pulses,2017,Kharif     ,Maharashtra,81536,53793,1129.5,12837027.84,30983.68,0.345714286
Other Summer Pulses,2017,Summer     ,Maharashtra,2164,691,1129.5,340700.16,822.32,0.334666667
Ragi,2017,Kharif     ,Maharashtra,92817,106410,1129.5,14613108.48,35270.46,1.120833333
Rapeseed &Mustard,2017,Rabi       ,Maharashtra,6675,2289,1129.5,1050912,2536.5,0.412692308
Rice,2017,Kharif     ,Maharashtra,1424765,2668600,1129.5,224315001.6,541410.7,1.637916667
Rice,2017,Summer     ,Maharashtra,26178,62200,1129.5,4121464.32,9947.64,2.535833333
Safflower,2017,Rabi       ,Maharashtra,38902,21556,1129.5,6124730.88,14782.76,0.613529412
Sesamum,2017,Kharif     ,Maharashtra,26822,5090,1129.5,4222855.68,10192.36,0.228571429
Sesamum,2017,Rabi       ,Maharashtra,3633,1414,1129.5,571979.52,1380.54,0.589333333
Sesamum,2017,Summer     ,Maharashtra,861,169,1129.5,135555.84,327.18,0.425714286
Soyabean,2017,Kharif     ,Maharashtra,3693729,3805544,1129.5,581540693.8,1403617.02,1.225357143
Sugarcane,2017,Whole Year ,Maharashtra,902035,82539200,1129.5,142016390.4,342773.3,66.33833333
Sunflower,2017,Kharif     ,Maharashtra,16497,7977,1129.5,2597287.68,6268.86,0.542352941
Sunflower,2017,Rabi       ,Maharashtra,24016,12297,1129.5,3781079.04,9126.08,0.535263158
Sunflower,2017,Summer     ,Maharashtra,371,450,1129.5,58410.24,140.98,0.81625
Tobacco,2017,Whole Year ,Maharashtra,549,700,1129.5,86434.56,208.62,1.28
Urad,2017,Kharif     ,Maharashtra,350577,121178,1129.5,55194842.88,133219.26,0.3765625
Wheat,2017,Rabi       ,Maharashtra,1137731.5,1884842,1129.5,179124447.4,432337.97,1.505483871
other oilseeds,2017,Summer     ,Maharashtra,621,175,1129.5,97770.24,235.98,2.32
Arhar/Tur,2017,Kharif     ,Manipur,527,595,1780,82970.88,200.26,1.128888889
Banana,2017,Whole Year ,Manipur,6932,93477,1780,1091374.08,2634.16,13.48444444
Cashewnut,2017,Whole Year ,Manipur,37,18,1780,5825.28,14.06,0.49
Cowpea(Lobia),2017,Kharif     ,Manipur,958,1096,1780,150827.52,364.04,1.151111111
Dry chillies,2017,Whole Year ,Manipur,472,3538,1780,74311.68,179.36,7.854285714
Ginger,2017,Kharif     ,Manipur,5515,79775,1780,868281.6,2095.7,12.2
Gram,2017,Rabi       ,Manipur,815,760,1780,128313.6,309.7,0.935555556
Groundnut,2017,Kharif     ,Manipur,3340,3142,1780,525849.6,1269.2,0.942222222
Maize,2017,Kharif     ,Manipur,19810,45840,1780,3118886.4,7527.8,2.284444444
Maize,2017,Rabi       ,Manipur,7120,17250,1780,1120972.8,2705.6,2.426666667
Masoor,2017,Rabi       ,Manipur,723,669,1780,113829.12,274.74,0.923333333
Moong(Green Gram),2017,Kharif     ,Manipur,448,498,1780,70533.12,170.24,1.11
Other  Rabi pulses,2017,Rabi       ,Manipur,6343,5942,1780,998641.92,2410.34,0.931111111
Other Kharif pulses,2017,Kharif     ,Manipur,1528,1694,1780,240568.32,580.64,1.117777778
Peas & beans (Pulses),2017,Rabi       ,Manipur,18339,17192,1780,2887292.16,6968.82,0.934444444
Potato,2017,Whole Year ,Manipur,15250,129170,1780,2400960,5795,8.488888889
Rapeseed &Mustard,2017,Rabi       ,Manipur,29260,25040,1780,4606694.4,11118.8,0.855555556
Rice,2017,Kharif     ,Manipur,236710,607820,1780,37267622.4,89949.8,2.18
Soyabean,2017,Kharif     ,Manipur,5070,4598,1780,798220.8,1926.6,0.911111111
Sugarcane,2017,Whole Year ,Manipur,6000,348000,1780,944640,2280,54.38111111
Turmeric,2017,Whole Year ,Manipur,2552,30748,1780,401786.88,969.76,12.4525
Urad,2017,Kharif     ,Manipur,1439,1581,1780,226556.16,546.82,1.123333333
Wheat,2017,Rabi       ,Manipur,2250,5620,1780,354240,855,2.503333333
Arhar/Tur,2017,Kharif     ,Mizoram,272.8,275,3865.8,42949.632,103.664,1.17125
Arhar/Tur,2017,Rabi       ,Mizoram,50,46,3865.8,7872,19,1.13
Cotton(lint),2017,Kharif     ,Mizoram,92.3,34,3865.8,14531.712,35.074,0.3975
Cowpea(Lobia),2017,Kharif     ,Mizoram,1024.7,1887,3865.8,161328.768,389.386,1.50125
Cowpea(Lobia),2017,Rabi       ,Mizoram,152,359,3865.8,23930.88,57.76,2.0075
Maize,2017,Kharif     ,Mizoram,5474,8786,3865.8,861826.56,2080.12,1.67375
Maize,2017,Rabi       ,Mizoram,505.2,686,3865.8,79538.688,191.976,1.3575
Onion,2017,Rabi       ,Mizoram,110.9,430,3865.8,17460.096,42.142,7.24
Other  Rabi pulses,2017,Rabi       ,Mizoram,1208.8,1756,3865.8,190313.472,459.344,1.4475
Other Kharif pulses,2017,Kharif     ,Mizoram,1193.8,1367,3865.8,187951.872,453.644,1.155
Potato,2017,Kharif     ,Mizoram,58,313,3865.8,9131.52,22.04,3.28
Potato,2017,Rabi       ,Mizoram,157,798,3865.8,24718.08,59.66,5.488
Rapeseed &Mustard,2017,Kharif     ,Mizoram,23,8,3865.8,3621.12,8.74,0.49
Rapeseed &Mustard,2017,Rabi       ,Mizoram,394,410,3865.8,62031.36,149.72,1.563333333
Rice,2017,Autumn     ,Mizoram,19587.5,23580,3865.8,3083856,7443.25,1.18625
Rice,2017,Kharif     ,Mizoram,16039.7,35029,3865.8,2525290.368,6095.086,2.15625
Rice,2017,Rabi       ,Mizoram,487,998,3865.8,76673.28,185.06,2.09
Sesamum,2017,Kharif     ,Mizoram,765.3,483,3865.8,120488.832,290.814,0.67625
Soyabean,2017,Kharif     ,Mizoram,1008.3,1538,3865.8,158746.752,383.154,1.3675
Sugarcane,2017,Whole Year ,Mizoram,1558.8,44836,3865.8,245417.472,592.344,25.2375
Tapioca,2017,Kharif     ,Mizoram,194,1914,3865.8,30543.36,73.72,9.876666667
Tobacco,2017,Kharif     ,Mizoram,338.5,281,3865.8,53293.44,128.63,0.6725
Arhar/Tur,2017,Kharif     ,Nagaland,3200,2920,1722.1,503808,1216,0.91
Bajra,2017,Kharif     ,Nagaland,700,710,1722.1,110208,266,0.995454545
Barley,2017,Rabi       ,Nagaland,550,570,1722.1,86592,209,1.033636364
Castor seed,2017,Kharif     ,Nagaland,350,240,1722.1,55104,133,0.624444444
Cotton(lint),2017,Kharif     ,Nagaland,130,80,1722.1,20467.2,49.4,0.615
Cowpea(Lobia),2017,Kharif     ,Nagaland,540,790,1722.1,85017.6,205.2,1.46
Ginger,2017,Kharif     ,Nagaland,3920,35860,1722.1,617164.8,1489.6,9.150909091
Gram,2017,Rabi       ,Nagaland,780,660,1722.1,122803.2,296.4,0.838181818
Groundnut,2017,Kharif     ,Nagaland,970,1010,1722.1,152716.8,368.6,1.031818182
Horse-gram,2017,Kharif     ,Nagaland,520,570,1722.1,81868.8,197.6,1.064545455
Jowar,2017,Kharif     ,Nagaland,270,260,1722.1,42508.8,102.6,0.96
Jute,2017,Kharif     ,Nagaland,3080,5870,1722.1,484915.2,1170.4,1.9025
Linseed,2017,Rabi       ,Nagaland,5840,4750,1722.1,919449.6,2219.2,0.812727273
Maize,2017,Kharif     ,Nagaland,63680,126220,1722.1,10025779.2,24198.4,1.981818182
Maize,2017,Rabi       ,Nagaland,5330,10560,1722.1,839155.2,2025.4,1.981666667
Masoor,2017,Rabi       ,Nagaland,2140,1760,1722.1,336921.6,813.2,0.823333333
Mesta,2017,Kharif     ,Nagaland,1900,2100,1722.1,299136,722,1.091818182
Moong(Green Gram),2017,Kharif     ,Nagaland,480,510,1722.1,75571.2,182.4,1.048888889
Niger seed,2017,Kharif     ,Nagaland,32840,36800,1722.1,5170329.6,12479.2,1.088181818
Niger seed,2017,Rabi       ,Nagaland,35560,33930,1722.1,5598566.4,13512.8,0.960909091
Other  Rabi pulses,2017,Rabi       ,Nagaland,10730,13650,1722.1,1689331.2,4077.4,1.276666667
Other Cereals,2017,Kharif     ,Nagaland,1260,1290,1722.1,198374.4,478.8,1.022222222
Other Cereals,2017,Rabi       ,Nagaland,440,450,1722.1,69273.6,167.2,1.011818182
Other Kharif pulses,2017,Kharif     ,Nagaland,10940,13350,1722.1,1722393.6,4157.2,1.204
Peas & beans (Pulses),2017,Kharif     ,Nagaland,2330,3190,1722.1,366835.2,885.4,1.366
Peas & beans (Pulses),2017,Rabi       ,Nagaland,7240,7980,1722.1,1139865.6,2751.2,1.101818182
Potato,2017,Rabi       ,Nagaland,7500,75020,1722.1,1180800,2850,9.989090909
Ragi,2017,Kharif     ,Nagaland,340,330,1722.1,53529.6,129.2,0.982857143
Rapeseed &Mustard,2017,Rabi       ,Nagaland,27450,27790,1722.1,4321728,10431,1.012727273
Rice,2017,Kharif     ,Nagaland,206750,509590,1722.1,32550720,78565,2.421818182
Rice,2017,Rabi       ,Nagaland,5250,14850,1722.1,826560,1995,2.826666667
Sesamum,2017,Kharif     ,Nagaland,3660,2230,1722.1,576230.4,1390.8,0.607272727
Small millets,2017,Kharif     ,Nagaland,8820,9960,1722.1,1388620.8,3351.6,1.169
Soyabean,2017,Kharif     ,Nagaland,25040,31520,1722.1,3942297.6,9515.2,1.25
Sugarcane,2017,Kharif     ,Nagaland,4430,192750,1722.1,697459.2,1683.4,43.50363636
Sunflower,2017,Kharif     ,Nagaland,350,310,1722.1,55104,133,0.898333333
Sunflower,2017,Rabi       ,Nagaland,2270,1390,1722.1,357388.8,862.6,0.614
Sweet potato,2017,Kharif     ,Nagaland,1800,15320,1722.1,283392,684,8.51
Tapioca,2017,Kharif     ,Nagaland,2500,50650,1722.1,393600,950,20.26272727
Urad,2017,Rabi       ,Nagaland,830,680,1722.1,130675.2,315.4,0.810909091
Wheat,2017,Rabi       ,Nagaland,3410,6260,1722.1,536870.4,1295.8,1.834444444
other oilseeds,2017,Kharif     ,Nagaland,2470,1490,1722.1,388876.8,938.6,0.603333333
Arhar/Tur,2017,Kharif     ,Punjab,2600,2700,497.5,409344,988,1.045454545
Bajra,2017,Kharif     ,Punjab,1000,600,497.5,157440,380,0.65
Barley,2017,Rabi       ,Punjab,7700,29900,497.5,1212288,2926,3.723076923
Cotton(lint),2017,Kharif     ,Punjab,291000,1283000,497.5,45815040,110580,4.1875
Gram,2017,Rabi       ,Punjab,1700,2000,497.5,267648,646,1.298571429
Groundnut,2017,Kharif     ,Punjab,1200,2300,497.5,188928,456,1.92
Guar seed,2017,Kharif     ,Punjab,24400,19500,497.5,3841536,9272,1.054285714
Maize,2017,Kharif     ,Punjab,114000,423000,497.5,17948160,43320,3.750833333
Masoor,2017,Rabi       ,Punjab,800,500,497.5,125952,304,0.75
Moong(Green Gram),2017,Kharif     ,Punjab,3500,3000,497.5,551040,1330,0.847
Moong(Green Gram),2017,Rabi       ,Punjab,18000,15500,497.5,2833920,6840,0.862727273
Peas & beans (Pulses),2017,Rabi       ,Punjab,1900,1900,497.5,299136,722,1.24
Rapeseed &Mustard,2017,Rabi       ,Punjab,30500,45700,497.5,4801920,11590,1.469090909
Rice,2017,Kharif     ,Punjab,3065000,13382000,497.5,482553600,1164700,4.252727273
Sesamum,2017,Kharif     ,Punjab,2700,900,497.5,425088,1026,0.292222222
Sugarcane,2017,Whole Year ,Punjab,96000,8024000,497.5,15114240,36480,84.3725
Sunflower,2017,Rabi       ,Punjab,6100,11600,497.5,960384,2318,1.89
Urad,2017,Kharif     ,Punjab,1600,900,497.5,251904,608,0.7375
Wheat,2017,Rabi       ,Punjab,3512000,17830000,497.5,552929280,1334560,5.013181818
Arhar/Tur,2017,Kharif     ,Telangana,330021,263513,815.7,51958506.24,125407.98,0.782333333
Arhar/Tur,2017,Rabi       ,Telangana,338,244,815.7,53214.72,128.44,0.793636364
Bajra,2017,Kharif     ,Telangana,944,998,815.7,148623.36,358.72,1.01
Bajra,2017,Rabi       ,Telangana,7818,8261,815.7,1230865.92,2970.84,0.99
Banana,2017,Kharif     ,Telangana,1717,110607,815.7,270324.48,652.46,64.51083333
Cashewnut,2017,Kharif     ,Telangana,1578,478,815.7,248440.32,599.64,0.2925
Castor seed,2017,Kharif     ,Telangana,27876,26131,815.7,4388797.44,10592.88,0.93
Castor seed,2017,Rabi       ,Telangana,294,281,815.7,46287.36,111.72,0.92375
Coriander,2017,Kharif     ,Telangana,16,5,815.7,2519.04,6.08,0.6
Coriander,2017,Rabi       ,Telangana,1204,997,815.7,189557.76,457.52,0.85625
Cotton(lint),2017,Kharif     ,Telangana,1896993,5195470,815.7,298662577.9,720857.34,2.856333333
Cowpea(Lobia),2017,Kharif     ,Telangana,1524,1545,815.7,239938.56,579.12,0.985625
Cowpea(Lobia),2017,Rabi       ,Telangana,3985,5192,815.7,627398.4,1514.3,1.31173913
Dry chillies,2017,Kharif     ,Telangana,63117,278946,815.7,9937140.48,23984.46,3.95862069
Dry chillies,2017,Rabi       ,Telangana,10660,61858,815.7,1678310.4,4050.8,5.780625
Garlic,2017,Rabi       ,Telangana,189,265,815.7,29756.16,71.82,1.391666667
Ginger,2017,Kharif     ,Telangana,1840,12982,815.7,289689.6,699.2,5.628
Gram,2017,Kharif     ,Telangana,1,1,815.7,157.44,0.38,1
Gram,2017,Rabi       ,Telangana,97442,147772,815.7,15341268.48,37027.96,1.520666667
Groundnut,2017,Kharif     ,Telangana,21006,45965,815.7,3307184.64,7982.28,2.104
Groundnut,2017,Rabi       ,Telangana,146057,326551,815.7,22995214.08,55501.66,2.1725
Horse-gram,2017,Kharif     ,Telangana,237,0,815.7,37313.28,90.06,0
Horse-gram,2017,Rabi       ,Telangana,963,0,815.7,151614.72,365.94,0
Jowar,2017,Kharif     ,Telangana,43138,40723,815.7,6791646.72,16392.44,0.921363636
Jowar,2017,Rabi       ,Telangana,24174,32672,815.7,3805954.56,9186.12,1.34625
Maize,2017,Kharif     ,Telangana,463203,1597928,815.7,72926680.32,176017.14,4.169333333
Maize,2017,Rabi       ,Telangana,167254,1154219,815.7,26332469.76,63556.52,6.646333333
Moong(Green Gram),2017,Kharif     ,Telangana,91534,58434,815.7,14411112.96,34782.92,0.663
Moong(Green Gram),2017,Rabi       ,Telangana,6880,5723,815.7,1083187.2,2614.4,0.835416667
Onion,2017,Kharif     ,Telangana,4319,79105,815.7,679983.36,1641.22,18.15833333
Onion,2017,Rabi       ,Telangana,9378,341048,815.7,1476472.32,3563.64,34.61428571
Potato,2017,Kharif     ,Telangana,19,163,815.7,2991.36,7.22,7.94
Potato,2017,Rabi       ,Telangana,2160,25925,815.7,340070.4,820.8,11.048
Ragi,2017,Kharif     ,Telangana,1181,1355,815.7,185936.64,448.78,1.18
Ragi,2017,Rabi       ,Telangana,274,300,815.7,43138.56,104.12,1.185
Rice,2017,Kharif     ,Telangana,1046987,2946004,815.7,164837633.3,397855.06,2.672333333
Rice,2017,Rabi       ,Telangana,915389,3317425,815.7,144118844.2,347847.82,3.532666667
Safflower,2017,Rabi       ,Telangana,3862,2189,815.7,608033.28,1467.56,0.60625
Sesamum,2017,Kharif     ,Telangana,1072,252,815.7,168775.68,407.36,0.217857143
Sesamum,2017,Rabi       ,Telangana,15236,8672,815.7,2398755.84,5789.68,0.576086957
Small millets,2017,Kharif     ,Telangana,288,382,815.7,45342.72,109.44,1.33
Soyabean,2017,Kharif     ,Telangana,152289,247298,815.7,23976380.16,57869.82,1.584090909
Sugarcane,2017,Kharif     ,Telangana,35788,2663092,815.7,5634462.72,13599.44,77.33636364
Sunflower,2017,Kharif     ,Telangana,411,871,815.7,64707.84,156.18,1.98
Sunflower,2017,Rabi       ,Telangana,3242,6924,815.7,510420.48,1231.96,2.028888889
Sweet potato,2017,Rabi       ,Telangana,199,1542,815.7,31330.56,75.62,7.776666667
Tobacco,2017,Kharif     ,Telangana,651,1871,815.7,102493.44,247.38,3.32
Tobacco,2017,Rabi       ,Telangana,3460,10646,815.7,544742.4,1314.8,3.88
Turmeric,2017,Kharif     ,Telangana,50154,294561,815.7,7896245.76,19058.52,5.892380952
Urad,2017,Kharif     ,Telangana,32181,25976,815.7,5066576.64,12228.78,0.813333333
Urad,2017,Rabi       ,Telangana,6298,5537,815.7,991557.12,2393.24,0.899130435
Wheat,2017,Kharif     ,Telangana,2,2,815.7,314.88,0.76,1
Wheat,2017,Rabi       ,Telangana,4156,5771,815.7,654320.64,1579.28,1.429
Arhar/Tur,2017,Kharif     ,Tripura,5590,4128,3326.8,880089.6,2124.2,0.73625
Cotton(lint),2017,Kharif     ,Tripura,805,1160,3326.8,126739.2,305.9,1.405
Cowpea(Lobia),2017,Kharif     ,Tripura,4419,3188,3326.8,695727.36,1679.22,0.72375
Gram,2017,Rabi       ,Tripura,235,186,3326.8,36998.4,89.3,0.8025
Groundnut,2017,Kharif     ,Tripura,1121,1343,3326.8,176490.24,425.98,1.165
Groundnut,2017,Rabi       ,Tripura,1148,1413,3326.8,180741.12,436.24,1.21
Jowar,2017,Kharif     ,Tripura,857,702,3326.8,134926.08,325.66,0.82125
Jute,2017,Kharif     ,Tripura,551,4998,3326.8,86749.44,209.38,8.9675
Linseed,2017,Rabi       ,Tripura,120,84,3326.8,18892.8,45.6,0.7
Maize,2017,Kharif     ,Tripura,13596,19137,3326.8,2140554.24,5166.48,1.4275
Maize,2017,Rabi       ,Tripura,2140,3336,3326.8,336921.6,813.2,1.55
Masoor,2017,Rabi       ,Tripura,2892,2071,3326.8,455316.48,1098.96,0.70875
Mesta,2017,Kharif     ,Tripura,541,4963,3326.8,85175.04,205.58,8.95375
Moong(Green Gram),2017,Kharif     ,Tripura,2473,1348,3326.8,389349.12,939.74,0.545
Moong(Green Gram),2017,Rabi       ,Tripura,2320,1450,3326.8,365260.8,881.6,0.62375
Other  Rabi pulses,2017,Rabi       ,Tripura,393,373,3326.8,61873.92,149.34,0.954285714
Other Kharif pulses,2017,Kharif     ,Tripura,88,84,3326.8,13854.72,33.44,0.974
Peas & beans (Pulses),2017,Rabi       ,Tripura,3474,3057,3326.8,546946.56,1320.12,0.8725
Rapeseed &Mustard,2017,Rabi       ,Tripura,7795,6467,3326.8,1227244.8,2962.1,0.82625
Rice,2017,Autumn     ,Tripura,37775,104258,3326.8,5947296,14354.5,2.68125
Rice,2017,Kharif     ,Tripura,15837,16787,3326.8,2493377.28,6018.06,1.02625
Rice,2017,Summer     ,Tripura,72224,235115,3326.8,11370946.56,27445.12,3.1475
Rice,2017,Winter     ,Tripura,148232,455932,3326.8,23337646.08,56328.16,3.045
Sesamum,2017,Kharif     ,Tripura,7035,4151,3326.8,1107590.4,2673.3,0.59625
Small millets,2017,Kharif     ,Tripura,493,386,3326.8,77617.92,187.34,0.78375
Soyabean,2017,Kharif     ,Tripura,238,166,3326.8,37470.72,90.44,0.67625
Soyabean,2017,Rabi       ,Tripura,259,198,3326.8,40776.96,98.42,0.74625
